"","TWEETS"
"3981","tumi sobcheye misti ar bhalo(ur the sweetest n the best) roj opekha kori tomae dekhar jonne(everyday i wait to see"
"3982","tumi sobcheye misti ar bhalo(ur the sweetest n the best) roj opekha kori tomae dekhar jonne(everyday i wait to see you)"
"3983","bony tumi mumbai teo try koro carier, vishesh films e try paro, ora fresh hero all time ney, r tomar body r tarif kori"
"3984","tumi bolechile na je gaaner golar go o nei tomar , tahole ei gaan ta ke gaailo suni oh god ei meyeta thik ke"
"3985","bangali tumi dekho ....................."
"3986","dev da tumi moja kore chile ????"
"3987","tumi ki aro kichu pic upload korba madame tussauds museum ar ? please."
"3988","gdmrng kemon acho aunty?kotodin tumi amar sathe katha boloni boloto dis is not fair.ru very busy in ur schedule? me2 lol tata"
"3989","tumi onno karo sange bedho ghar... eito real lover"
"3990","chhoto lampshade olpo aalo taar.. chool khule ke roop baralo taar.. tumi bojho naa ki mondo bhalo taar.. jeo na..."
"3991","ekta request ache rakhbe?? tumi ekta dubmash kore video upload korbe plzzz????"
"3992","tumi onno karor chhande bedho gan..."
"3993","tumi sob paro ty to u k eto besi valo basi tomake joto dekhe toto notun mone hoy jotobar dekhe toto new rupe"
"3994","hu sir da gurudev tumi best of luck"
"3995","tumi diner korecho to onek raat hoye geche kintu ? u r good girl so i think tomar diner hoye geche"
"3996","tumi bolo aajkaal kaar upor trust korbe tumi , je pare dhoka - the fraud debar jonno ready hoye bose aache"
"3997","tumi jei hao on plz amar sathe ektu contect koro fb te"
"3998","tumi aktu inbox asbe plz"
"3999","yes it's tumi ekdom impossible mr ovodro"
"4000","amar dorjay khil diyechi, amr vison jor tumi onno karor songe bedho ghor...!! feeling upset"
"4001","traffic what a flim. param da tumi fatya diacho darun onk din por ekta darun movie dekhlam"
"4002","conjuring 2 puro bhulbhal film , dekhar kno manei hoy na ... plz tq tumi conjuring 2 dekhbena promise koro amay"
"4003","plz tq tumi conjuring 2 ekdom dekhbe na kintu bole dicchi"
"4004","tumi boshe thako and dream about go!!"
"4005","jani tumi thakbe bengal r pase."
"4006","tumi jodi protidin eto cute pics upload koro tahole toh amar protidin khbbbb valo katbe..."
"4007","tumi taratari chole asho kolkata e...missingggg u.."
"4008","project flashback ~ guitar solo of tumi na ele via"
"4009","tumi jkhn dance koro set a ekdm bhetor thke koro seta dekhei bojha jae."
"4010","tumi ki koro ??"
"4011","sabhdhane theko tq , ekta kotha jano tumi khub tension daao amay sabsomoy"
"4012","kauke trust na korle knodin o dhoka - the fraud khabena tumi"
"4013","it was blessing je tumi amay trust korona , and sotti bolte i don't want u to trust me , kauke trust korbena maa-baba chara"
"4014","i liked a video tumi aashe paashe | |"
"4015","da tumi bolecho valo theko deep. etaaa dekhe amr heavy laglo."
"4016","tollyclub e tmr sathe handshake krechilam. tumi esechile senco r jnno. praktan dekhe fida dada."
"4017","aj father's day r din ei tumi amake chere chole gachilo baba. i miss you. i love you baba. tomar moton baba jno..."
"4018","rittika ami r parchhina, tumi dao r erokom korona"
"4019","tumi r erokom korona, ami tomak khub valobasi. taratari dao"
"4020","tumi r o onek games khelo , sobai ke beat koro and khub khushi thako .. for me happiness is seeing you happy"
"4021","baba 16,353 points kore felecho tumi , ami whole life try koreo ei score ke beat parbo na , ami here gechi tomar kache"
"4022","jeetda tumi tomr sb fandr msg pro. jni tomr onk fan reply kra impossible. tao possible hla amr msgta dakhla pls reply."
"4023","tumi online kokhon thako?"
"4024","sudhu tumi ele na - cactus | full hd video song | via lovely song"
"4025","ohhh !! didi both r looking so so very nice. &amp; at last ""tumi jake bhalobasho"""
"4026","tomar sob song gulo mone hoi tumi nije ke mone korei lekho"
"4027","aaj class ache smpai te so ekhuni berote hobe , tumi aajker dinta maa-baba r sathe khub enjoy koro kemon ... bye tq"
"4028","are btw aaj baba ke ki ki gift dile tumi ??"
"4029","amarey tumi koribe traan.. e nohey mor toritey pari..shokoti jeno roy..."
"4030","i liked a video debabrata biswas -tumi ki go pita amader("
"4031","can't play the father's day contests... tumi khele jite jao....while you can hehe"
"4032","happy fathers day,tumi jekhanei thako bhalo theko"
"4033","tumi september 2010 e twitter join korecho and ami last year april e jokhn join korlam mone ache tomar 200k+ followers chilo"
"4034","i added a video to a playlist bengali song 'bhalo lage na tumi na ele'"
"4035","i added a video to a playlist 'aami jamini tumi shoshi he' bengali song from movie ""antony firingi"""
"4036","i added a video to a playlist ""jodi amake dekho tumi udasi"" bengali adhunik song"
"4037","wanna say smthng. in e upcoming track jai hok, tumi thakle shobta hojom kore nebo, tomay regular dakhar jonno, jst bcz of u"
"4038","hey bhagoban...jaan tumi sobai k rply daao.amake e dao na.mne hy ei jonme r pabo na rply r 1bar jonmate hbe tmar rply er jnno."
"4039","dada piya tore bina song is superb.great.tumi kamon acho dada?plz dada reply me"
"4040","tumi koto je dure (r.d burman) via"
"4041","tumi guru mohan"
"4042","dada tumi prakton er por ki movie korar plan krcho pls bolona m vry much xcitd to c ur film"
"4043","""tumi onno karo songa bandho ghor"" &amp; ""tumi onno karo golpa naikya"". this 'onno' is same person or different..?"
"4044","tumi jake bhalobaso(f) |praktan || bengali super hit song| iman &amp; anupam... via lovely song"
"4045","tomar theke dekhte sundar hero keo nei. tumi khub sundar dekhte..khub misty"
"4046","bhalo tumi kamon?"
"4047","takei luv kora uchit je tmk luv kor....take na jake tumi koro :/"
"4048","babu onke bolche, tumi naki onk mota hoye gecho!! ekdom nahkoto cute tumi but jara bole tader kichu bole daw plz"
"4049","tumi new songta dekhso? youtube e naki dise? remake bole?"
"4050","tumi sujon kandari | shah abdul karim: via"
"4051",", ? ? listening to keno hothat tumi ele -tahsan"
"4052","tumi je amari by mouri &amp; akash: via"
"4053","recently kora hoyeche! ekhon toh mone hoy 4ta prof. amader batch porjonto 3ta prof. r 2nd prof e 5ta subject! kon medical e tumi?"
"4054","i know dada tumi anak busy.tumar akar por ak movie korcho.nothing to say.all the best of luck..keep smile.you ha"
"4055","i know dada tumi anak busy.tumar akar por ak movie korcho.nothing to say.all the best of luck..keep smile.you happy and me happy"
"4056","tumi ke bangali"
"4057","accha i thought bangalira to manushder ador kore koto kisui dake tumi snake dako lol. p.s they don't have ugly asses"
"4058","uff jaoo tumi"
"4059","i liked a video bangla new romantic song 2016/ tumi chara bolo ke achhe aamar shahid &amp; badhon"
"4060","i liked a video bangla new music video hd 2015 tumi jodi by eleyas &amp; farabee model,saiful raju &amp; sume"
"4061","i liked a video tumi jano na | official music video | pulok ghosh | bangla folk song 2016"
"4062","tumi ekdom impossible - sona her dialogue delivery is spot on"
"4063","tumi valolaga sopno best cricket match in the histo... via"
"4064","bidhi tumi bole daw,,,,,bangla new stage song 2016: via"
"4065","""allah""tumi amr abbu k behesta nasib koro,ameen.jader baba ache tara asole onk lucky tnks to daily shokaler khbor"
"4066","i liked a video shei tumi keno eto ochena... instrumental"
"4067","tumi asla r dhaka change hoye gelo"
"4068","haa! tumi?"
"4069","allahadulilla...accha tumi kotha bolte chaila amar inbox a sms korba... ok"
"4070","apparently the most hated question asked to me is ""tumi biye kobe feeling annoyed"
"4071","i liked a video jodi mon kade tumi chole esho ak boroshai"
"4072","jodi mon kade tumi chole esho"
"4073","alhamdulillah valo achi vai tumi kemon acho"
"4074","tumi amai vuila gasho via"
"4075","bangla natok ei kule ami r oi kule tumi - 62 || mosharrof karim nat... via"
"4076","bangla natok ei kule ami r oi kule tumi 62 | ft. mosharraf karim &amp; shokh | on 20 june 2016: via"
"4077","i liked a video prem tumi by tahsan"
"4078","ei pic ta movie r last moment e r8? first e tumi niche poro thn tomk bachate ora dui jon"
"4079","tumi nogno kore dao : via"
"4080","i added a video to a playlist tumi nogno kore dao"
"4081","hot song sohel ii sagor jodi hoita tumi ii b grade movie song: via"
"4082","i added a video to a playlist hot song sohel ii sagor jodi hoita tumi ii b grade movie song"
"4083",": kmn aso tumi? roja kmn katcha?"
"4084","tumi chaile by liza &amp; prottoy khan (official music video) via"
"4085","tumi dead hoyo na..tahole to amra o dead hoye jabo.. take care darling"
"4086","prem tumi cover by tosar das shuvo mp3song"
"4087","eye off rekhe tumi konta milaba seta age thik hobe"
"4088","tumi e boilo"
"4089","i added a video to a playlist tumi esechile porshu | al masud | rajkumari"
"4090","tumi neja peraso"
"4091","ai kuly ame r oi kuly tumi ep 6: via"
"4092","tumi ebar - somlata acharya chowdhury"
"4093","listen to me sing ""tumi moor jiboner babuna"" on"
"4094","sotti kotha koilei tumi erom kan =d kaka boyos to kom hoy nai"
"4095","hoise meladin dhoira tumi rich... jei bari banaiteso dekhlam... boguray gele tomar baritei uthmu"
"4096","vai tumi amr req accept korba plz"
"4097","listening to tumi hina sunno sunno lage"
"4098","tumi mair khaba kintu -_-"
"4099","tumi akhon o hill e..how nice??"
"4100","i added a video to a playlist bolo na kothai tumi by rumi &amp; kheya"
"4101","...ta kemon aso tumi???"
"4102","tumi bine akul poran - durbin band (round the clock- official chanel) via"
"4103","sarangshe tumi musical film official video via"
"4104","pakhi tumi tweeter a ki koro :p"
"4105","i just want to hear again ""tumi basai ekdom e poro na?"" :'( no beibe, i'm damn preparing for ya."
"4106","i found this awesome recording of ""chirodini tumi je amar - amar songi"" on"
"4107","i added a video to a playlist tumi saat sagorer opar hotey -- shahnaz rahmatullah &amp; md. abdul jabbar,"
"4108","i added a video to a playlist tumi asbe bole -- anzuman ara begum &amp; kazi anwar hossain, film -"
"4109","i added a video to a playlist praktan | tumi jake bhalobaso(male)| bengali song| anupam roy||"
"4110","tumi to acho mon valo korbey bolee"
"4111","da tumi ki bangladesh e kono film korbe na.. amra wait korchi tumar jonno.. kobe asbe abar.. plz ans me da.."
"4112","khuda, ay tumi ki dakhaila"
"4113","no clue. tumi bolo ki reply diso :p"
"4114","tumi song ta cover koro....i am looking forward to listen the"
"4115","tumi song ta cover koro....i am looking forward to listen the song from u."
"4116","tumi ki amader eke varei vule gele.....?????"
"4117","i added a video to a playlist tumi amar ghum by t w shoinik"
"4118","i added a video to a playlist tumi ashba naki | ahmed razeeb feat. salma | suzena &amp; rana | bangla new"
"4119","good...bujte parcho mia tumi kochu khaow"
"4120","feeling so cool... listening to sanam- tumi robe nirobe : rabindra sangeet at my office"
"4121","oh nusrat! :-/ abar khabar niye pic upload! tumi roja rakhchona,ay ramzan mashe o allah ke omanno korcho..rojader der atleast respect koro!!"
"4122","ei to sedin tumi amare bojhale.....manna dey.wmv via"
"4123","tumi ki yes bole dicho? amra biya khaitam chai"
"4124","kaurei na shob match e follow tumi ?"
"4125","ki bolecilam oy din.... akn tumi valo kore deko mil ase ki na..."
"4126","dhurr tumi kisu chino naa gadhi ekta"
"4127","tumi kmne jano...tumi khaiso??"
"4128","achha..tumi attto bhalo keno dev?! :-) protidin notun bhabe tomake chini,aro beshi kore tomake bhalobashe feli &lt;3 tumi shera.."
"4129","tumi kochu jano j na se jonno rki"
"4130","tumi.... :p"
"4131","tumi sob jano tai tumi sera"
"4132","tumi toh sob jano... tumi toh sera"
"4133","o force korse... but master mind tumi"
"4134","tumi main culprit"
"4135","beshi busy baji tumi...chinta vabnai time waste korba kmne..."
"4136","areh naa...ask korlam 'tumi o' kiser jonno bolla?"
"4137","tumi o ki"
"4138","wonderful tumi esechile porshu | al masud | rajkumari powered by tubemate"
"4139","prem tumi full video song ft tahsan from angry bird telefilm - my most songzzzz &lt;3"
"4140","hariye jao tumi....dhur theke aro duree..........!!! __________ sayeem sadat"
"4141","haaann....tumi???"
"4142","tumi nijei bhuila geso amk"
"4143","chakareeey! tumi je khoti korla amar, allay korben tomar bichaar :-d"
"4144","tumi asbe bole (21st june 2016) episode - 658 full episode added ( star jalsha) full episod download link :-..."
"4145","tumi asbe bole (20th june 2016) episode - 657 full episode added ( star jalsha) full episod download link :-..."
"4146","good morning dada tumi sobai k reply dau but amai aktau dau this is not done it dada!!!"
"4147","tumi asbe bole (19th june 2016) episode - 656 full episode added ( star jalsha) full episod download link :-..."
"4148","tumi asbe bole (18th june 2016) episode - 655 full episode added ( star jalsha) full episod download link :-..."
"4149","ekhanei theme ja tui"
"4150","tor r amar sob conversation gulo pori jokhon tui message koris naa amai! bhalo lage amar!"
"4151","uff tuio paris tui abar bolte geli kno. ..o eber account deactivate kre dbe"
"4152","good morning sanjukta. tor bday kobe ?? (tui boll kono problem nei to)"
"4153","toooo hottt tui chhara bjhe na r kichu khuji na thakbo tor sth a jibonbhor"
"4154","my bhalobasa song ke tui bol, shoes , ki kore toke bolbo ,bechea theke lab ki bol, tui amr hero,i love, khokababu"
"4155","khb like koris armaan k,tai dkhlm insta te armaan malik video ta post koreche tai d"
"4156","khb like koris armaan k,tai dkhlm insta te armaan malik video ta post koreche tai dwnld kore tweet krlm"
"4157","vai eta pakka tui!!! subhajit lol"
"4158","ki kore toke bolbo,tui k amar.. nicco park"
"4159","tui bal chup korli kina ?"
"4160","tui to aro trend korchish! :-/"
"4161","a father's day conversation: le baccha: baba, tui kobe asbi ? le baba: ei ttoh, aar 3 days le baccha:..."
"4162","bhai tui rajita k kano mention korchhis ?? o to rply ee kore na!"
"4163","satti kno j tui amn!!"
"4164","tui thaam. aar ekta o katha bolish na. u don't qualify to.."
"4165","oh achha. toke ekta kotha seriously bolchi tui eto jaygay ghuris, ekta travel blog type shuru paris. valo laage"
"4166","bhai tui :d"
"4167","why ?? tui toh khub mishti re"
"4168","hahaha.... pode kola kore block, twitter e tui koris block"
"4169","doctor: tui shanto na jedi? me: ami khub jedi but express korina. keno? doctor: piyaj kom khabi. jol'e kom bhijbi. me: wut?"
"4170","tr uporer tweet ta dekh.. okhame tui ghosha likhechis :d"
"4171","with the great voice of our country .... at the audio release event of our movie ""tui je amar"""
"4172","ei jeeeee eto din e nirmal dar jnno akta post pelam... eta tui chitingbaj!!! but sotti missing..."
"4173","amar tbh chae :3 age tui de"
"4174","tui koto jhogra korbi .ekta lok ict er jonno ki na korechhe,ki deyni o desh k,tao ekta duro match die ok judge kre.edr kn joggta n"
"4175","pou tui jotoi bolis era sodhrabe na.."
"4176","dekh dekh tui nijei nijeke dekh, shob jaanish aar naatok korish"
"4177","holy mother of awesomeness...eta ballpoint pen e aka??? arkojit tui erom kobe akbi?"
"4178","give anosha my love. kemon achhe re? aar tui?"
"4179","ei tui ekta r edit baniyechili na wd sanyukta vidushi.something two imp women.ota ache??thkle ektu post krbi plz!"
"4180","tui eta ! :v"
"4181","""tui chara bujhina,r kichu chini na..""awsmee track of n jishu da.."
"4182","ebar treat dibi amdr tui onk due a6"
"4183","bhai tui 6ara onno kauke r tag parlm na :-p"
"4184","arpan tui r debi debojyoti.."
"4185","thappor marbo tui chup thak honuman"
"4186","tui bolchili na kal ishra scene pabo amra??? ami kal janie diechi production house k....dekh kotto ki aaj dkh"
"4187","tui bolchili na kal ishra scene pabo amra??? ami kal janie diechi production house k....dekh kotto ki aaj dkhache..dead dead"
"4188","khide tui ekta ajob jinish..tui na thakle pet ke niye etowh chinta hoto na? jibone chap onek kom..."
"4189","aaj amaye sopno dekhabi aye... ek notun golpo shonabi aye... tui mishe ja amar kolponaye... tui milee ja amar golpotaye..."
